# DEZE GEGEVENS MOGEN VRIJ WORDEN GEBRUIKT MITS DE VOLGENDE BRONVERMELDING WORDT GEGEVEN:
# KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# 
# THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:
# ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE
# STN         NAME
# 222         Hoorn Nh    
# RD        : 24-uur som van de neerslag in tiende millimeters van 08.00 voorafgaande dag- 08.00 UTC huidige dag
# SX        : codecijfer sneeuwdek om 08.00 uur UTC/code for the snow cover at 08.00 UTC
# STN,YYYYMMDD,   RD,   SX
  222,19010529,    0,     
  222,19010530,    0,     
  222,19010531,    0,     
  222,19010601,   31,     
  222,19010602,    0,     
  222,19010603,  142,     
  222,19010604,    0,     
  222,19010605,    0,     
  222,19010606,    0,     
  222,19010607,    0,     
  222,19010608,    0,     
  222,19010609,    0,     
  222,19010610,    0,     
  222,19010611,    0,     
  222,19010612,   34,     
  222,19010613,   41,     
  222,19010614,   51,     
  222,19010615,   68,     
  222,19010616,   57,     
  222,19010617,   16,     
  222,19010618,   33,     
  222,19010619,   61,     
  222,19010620,   31,     
  222,19010621,    5,     
  222,19010622,   24,     
  222,19010623,   26,     
  222,19010624,    0,     
  222,19010625,    0,     
  222,19010626,    0,     
  222,19010627,    0,     
  222,19010628,    0,     
  222,19010629,    0,     
  222,19010630,    0,     
  222,19010701,    0,     
  222,19010702,  250,     
  222,19010703,  144,     
  222,19010704,    0,     
  222,19010705,    0,     
  222,19010706,    0,     
  222,19010707,    0,     
  222,19010708,    0,     
  222,19010709,    0,     
  222,19010710,    0,     
  222,19010711,    0,     
  222,19010712,    0,     
  222,19010713,    0,     
  222,19010714,    0,     
  222,19010715,  104,     
  222,19010716,    0,     
  222,19010717,    0,     
  222,19010718,    0,     
  222,19010719,    0,     
  222,19010720,    0,     
  222,19010721,    0,     
  222,19010722,    0,     
  222,19010723,    0,     
  222,19010724,    0,     
  222,19010725,    0,     
  222,19010726,    0,     
  222,19010727,   31,     
  222,19010728,    0,     
  222,19010729,    0,     
  222,19010730,    0,     
  222,19010731,    0,     
  222,19010801,    0,     
  222,19010802,    0,     
  222,19010803,    0,     
  222,19010804,    0,     
  222,19010805,    0,     
  222,19010806,    0,     
  222,19010807,    3,     
  222,19010808,    2,     
  222,19010809,    0,     
  222,19010810,    0,     
  222,19010811,    0,     
  222,19010812,    0,     
  222,19010813,  281,     
  222,19010814,    0,     
  222,19010815,    0,     
  222,19010816,    0,     
  222,19010817,    0,     
  222,19010818,    0,     
  222,19010819,    0,     
  222,19010820,    0,     
  222,19010821,    0,     
  222,19010822,    0,     
  222,19010823,    0,     
  222,19010824,    0,     
  222,19010825,    0,     
  222,19010826,    0,     
  222,19010827,    0,     
  222,19010828,   65,     
  222,19010829,   54,     
  222,19010830,   49,     
  222,19010831,   61,     
  222,19010901,   78,     
  222,19010902,    0,     
  222,19010903,    0,     
  222,19010904,    0,     
  222,19010905,    0,     
  222,19010906,    0,     
  222,19010907,    0,     
  222,19010908,    0,     
  222,19010909,    0,     
  222,19010910,    0,     
  222,19010911,   45,     
  222,19010912,   52,     
  222,19010913,  203,     
  222,19010914,    0,     
  222,19010915,    0,     
  222,19010916,    0,     
  222,19010917,    0,     
  222,19010918,    0,     
  222,19010919,   62,     
  222,19010920,    0,     
  222,19010921,    0,     
  222,19010922,  141,     
  222,19010923,    0,     
  222,19010924,    0,     
  222,19010925,    0,     
  222,19010926,    0,     
  222,19010927,    0,     
  222,19010928,    0,     
  222,19010929,    0,     
  222,19010930,    0,     
  222,19011001,    0,     
  222,19011002,    0,     
  222,19011003,    0,     
  222,19011004,    0,     
  222,19011005,    0,     
  222,19011006,    0,     
  222,19011007,  126,     
  222,19011008,  146,     
  222,19011009,  130,     
  222,19011010,    0,     
  222,19011011,    0,     
  222,19011012,    0,     
  222,19011013,    0,     
  222,19011014,    0,     
  222,19011015,    0,     
  222,19011016,    0,     
  222,19011017,    0,     
  222,19011018,    0,     
  222,19011019,    0,     
  222,19011020,    0,     
  222,19011021,    0,     
  222,19011022,    0,     
  222,19011023,    0,     
  222,19011024,   21,     
  222,19011025,   83,     
  222,19011026,  178,     
  222,19011027,    0,     
  222,19011028,    0,     
  222,19011029,    0,     
  222,19011030,    0,     
  222,19011031,    0,     
  222,19011101,    0,     
  222,19011102,    0,     
  222,19011103,    0,     
  222,19011104,    0,     
  222,19011105,    0,     
  222,19011106,    0,     
  222,19011107,    0,     
  222,19011108,    0,     
  222,19011109,   43,     
  222,19011110,   32,     
  222,19011111,   48,     
  222,19011112,   61,     
  222,19011113,   53,     
  222,19011114,   68,     
  222,19011115,   42,     
  222,19011116,   22,     
  222,19011117,   26,     
  222,19011118,   13,     
  222,19011119,   41,     
  222,19011120,    0,     
  222,19011121,   22,     
  222,19011122,   37,     
