"IT_DATETIME,""DS_CODE"",""DS_NAME"",""DS_DESC"",""DS_LAT"",""DS_LON"",""DS_ALT"",""REN1.RD"",""REN1.Q_RD"",""REH1.PG"",""REH1.Q_PG"",""REH1.TX"",""REH1.Q_TX"",""REH1.DDVEC"",""REH1.Q_DDVEC"",""REH1.DDFHX"",""REH1.Q_DDFHX"",""REH1.TXG"",""REH1.Q_TXG"",""REH1.UG"",""REH1.Q_UG"",""REH1.TG"",""REH1.Q_TG"",""REH1.FHX"",""REH1.Q_FHX"",""REH1.TN"",""REH1.Q_TN"",""REH1.FG"",""REH1.Q_FG"""
"19761224_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""0.1"",,,,,,,,""90"",,""-0.8"",,,,""-1.8"",,,"
"19761224_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19761225_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""-0.2"",,,,,,,,""86"",,""-3.1"",,,,""-6.5"",,,"
"19761225_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19761226_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""2.2"",,,,,,,,""79"",,""-1.2"",,,,""-5.0"",,,"
"19761226_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19761227_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""1.5"",,,,,,,,""71"",,""0.3"",,,,""-1.9"",,,"
"19761227_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19761228_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""0.4"",,,,,,,,""84"",,""-2.6"",,,,""-7.6"",,,"
"19761228_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19761229_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""-0.3"",,,,,,,,""67"",,""-7.5"",,,,""-10.7"",,,"
"19761229_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19761230_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""-1.8"",,,,,,,,""61"",,""-5.2"",,,,""-12.4"",,,"
"19761230_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19761231_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""7.8"",,,,,,,,""76"",,""3.0"",,,,""-2.3"",,,"
"19761231_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770101_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""10.3"",,,,,,,,""80"",,""7.3"",,,,""2.6"",,,"
"19770101_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770102_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""4.2"",,,,,,,,""95"",,""3.1"",,,,""2.0"",,,"
"19770102_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770103_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""3.3"",,,,,,,,""95"",,""2.3"",,,,""1.0"",,,"
"19770103_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770104_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""3.5"",,,,,,,,""95"",,""2.7"",,,,""1.6"",,,"
"19770104_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770105_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""1.6"",,,,,,,,""97"",,""-1.5"",,,,""-2.8"",,,"
"19770105_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770106_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""0.8"",,,,,,,,""89"",,""0.2"",,,,""-2.5"",,,"
"19770106_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770107_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""3.7"",,,,,,,,""94"",,""1.5"",,,,""0.0"",,,"
"19770107_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770108_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""3.0"",,,,,,,,""98"",,""2.8"",,,,""2.1"",,,"
"19770108_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770109_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""3.9"",,,,,,,,""93"",,""2.7"",,,,""1.6"",,,"
"19770109_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770110_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""3.3"",,,,,,,,""88"",,""1.9"",,,,""0.1"",,,"
"19770110_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770111_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""2.6"",,,,,,,,""82"",,""0.6"",,,,""-1.9"",,,"
"19770111_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770112_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""0.5"",,,,,,,,""87"",,""-1.0"",,,,""-3.0"",,,"
"19770112_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770113_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""2.7"",,,,,,,,""70"",,""0.3"",,,,""-2.0"",,,"
"19770113_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770114_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""5.4"",,,,,,,,""70"",,""3.6"",,,,""1.8"",,,"
"19770114_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770115_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""3.1"",,,,,,,,""84"",,""2.3"",,,,""1.2"",,,"
"19770115_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770116_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""2.3"",,,,,,,,""92"",,""1.5"",,,,""0.7"",,,"
"19770116_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770117_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""3.2"",,,,,,,,""93"",,""0.7"",,,,""-2.2"",,,"
"19770117_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770118_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""1.8"",,,,,,,,""81"",,""-1.7"",,,,""-4.5"",,,"
"19770118_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770119_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""1.5"",,,,,,,,""90"",,""-0.8"",,,,""-5.2"",,,"
"19770119_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770120_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""4.8"",,,,,,,,""88"",,""1.9"",,,,""-0.2"",,,"
"19770120_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770121_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""8.4"",,,,,,,,""81"",,""5.8"",,,,""-0.4"",,,"
"19770121_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770122_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""8.3"",,,,,,,,""86"",,""6.3"",,,,""4.7"",,,"
"19770122_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770123_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""8.8"",,,,,,,,""88"",,""7.6"",,,,""4.5"",,,"
"19770123_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770124_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""9.5"",,,,,,,,""85"",,""7.0"",,,,""3.6"",,,"
"19770124_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770125_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""12.6"",,,,,,,,""85"",,""9.7"",,,,""6.9"",,,"
"19770125_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770126_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""11.6"",,,,,,,,""73"",,""8.6"",,,,""6.1"",,,"
"19770126_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770127_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""7.7"",,,,,,,,""84"",,""6.6"",,,,""5.8"",,,"
"19770127_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770128_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""8.9"",,,,,,,,""79"",,""7.0"",,,,""5.9"",,,"
"19770128_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770129_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""5.9"",,,,,,,,""85"",,""0.9"",,,,""-2.4"",,,"
"19770129_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770130_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""1.9"",,,,,,,,""82"",,""-2.3"",,,,""-5.0"",,,"
"19770130_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770131_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""2.7"",,,,,,,,""78"",,""-2.6"",,,,""-6.5"",,,"
"19770131_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770201_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""4.6"",,,,,,,,""69"",,""-1.1"",,,,""-5.3"",,,"
"19770201_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770202_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""2.5"",,,,,,,,""77"",,""-0.4"",,,,""-2.2"",,,"
"19770202_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770203_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""6.4"",,,,,,,,""72"",,""2.7"",,,,""-2.3"",,,"
"19770203_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770204_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""6.6"",,,,,,,,""83"",,""4.8"",,,,""2.9"",,,"
"19770204_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770205_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""10.8"",,,,,,,,""87"",,""8.2"",,,,""4.8"",,,"
"19770205_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770206_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""8.6"",,,,,,,,""87"",,""7.2"",,,,""6.5"",,,"
"19770206_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770207_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""9.1"",,,,,,,,""83"",,""8.5"",,,,""7.2"",,,"
"19770207_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770208_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""8.6"",,,,,,,,""81"",,""6.0"",,,,""1.3"",,,"
"19770208_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770209_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""8.6"",,,,,,,,""87"",,""4.1"",,,,""-0.9"",,,"
"19770209_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770210_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""11.5"",,,,,,,,""85"",,""8.3"",,,,""6.1"",,,"
"19770210_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770211_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""7.9"",,,,,,,,""84"",,""6.4"",,,,""4.9"",,,"
"19770211_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770212_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""8.1"",,,,,,,,""90"",,""6.1"",,,,""4.1"",,,"
"19770212_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770213_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""9.1"",,,,,,,,""83"",,""5.9"",,,,""3.8"",,,"
"19770213_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770214_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""11.1"",,,,,,,,""74"",,""6.0"",,,,""2.7"",,,"
"19770214_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770215_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""5.7"",,,,,,,,""89"",,""4.4"",,,,""3.0"",,,"
"19770215_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770216_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""5.3"",,,,,,,,""89"",,""2.8"",,,,""1.1"",,,"
"19770216_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770217_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""9.0"",,,,,,,,""85"",,""5.5"",,,,""0.6"",,,"
"19770217_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770218_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""10.4"",,,,,,,,""72"",,""7.9"",,,,""5.5"",,,"
"19770218_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770219_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""8.6"",,,,,,,,""74"",,""5.9"",,,,""4.3"",,,"
"19770219_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770220_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""12.9"",,,,,,,,""82"",,""8.5"",,,,""3.7"",,,"
"19770220_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770221_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""10.5"",,,,,,,,""77"",,""7.5"",,,,""6.1"",,,"
"19770221_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770222_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""13.3"",,,,,,,,""72"",,""8.2"",,,,""5.1"",,,"
"19770222_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770223_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""10.2"",,,,,,,,""80"",,""6.8"",,,,""3.7"",,,"
"19770223_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770224_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""12.5"",,,,,,,,""76"",,""9.0"",,,,""6.2"",,,"
"19770224_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770225_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""9.6"",,,,,,,,""81"",,""7.0"",,,,""5.0"",,,"
"19770225_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770226_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""5.3"",,,,,,,,""81"",,""0.5"",,,,""-2.8"",,,"
"19770226_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770227_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""2.2"",,,,,,,,""75"",,""-1.6"",,,,""-4.1"",,,"
"19770227_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770228_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""5.1"",,,,,,,,""66"",,""-0.7"",,,,""-5.1"",,,"
"19770228_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770301_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""6.6"",,,,,,,,""68"",,""1.6"",,,,""-4.6"",,,"
"19770301_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770302_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""10.9"",,,,,,,,""90"",,""7.7"",,,,""3.6"",,,"
"19770302_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770303_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""13.4"",,,,,,,,""76"",,""11.1"",,,,""9.7"",,,"
"19770303_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770304_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""11.8"",,,,,,,,""75"",,""8.7"",,,,""5.0"",,,"
"19770304_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770305_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""11.1"",,,,,,,,""75"",,""7.1"",,,,""3.7"",,,"
"19770305_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770306_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""12.3"",,,,,,,,""82"",,""7.1"",,,,""4.8"",,,"
"19770306_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770307_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""18.4"",,,,,,,,""58"",,""12.3"",,,,""4.9"",,,"
"19770307_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770308_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""14.9"",,,,,,,,""73"",,""9.6"",,,,""5.8"",,,"
"19770308_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770309_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""18.5"",,,,,,,,""58"",,""13.1"",,,,""5.2"",,,"
"19770309_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770310_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""14.8"",,,,,,,,""66"",,""11.3"",,,,""8.3"",,,"
"19770310_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770311_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""11.7"",,,,,,,,""81"",,""9.0"",,,,""6.4"",,,"
"19770311_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770312_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""10.9"",,,,,,,,""82"",,""6.5"",,,,""3.7"",,,"
"19770312_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770313_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""10.9"",,,,,,,,""78"",,""7.1"",,,,""2.7"",,,"
"19770313_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770314_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""9.7"",,,,,,,,""74"",,""7.0"",,,,""4.8"",,,"
"19770314_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770315_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""11.9"",,,,,,,,""65"",,""9.0"",,,,""3.8"",,,"
"19770315_240000_000000,""170_H"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""""
"19770316_240000_000000,""130_H"",""Epen"",""Termijnstation"",""50.776862"",""5.912249"",""143.1"",,,,,""18.2"",,,,,,,,""55"",,""13.3"",,,,""9.1"",,,"
